"country","articles_2014","articles_2015","articles_2016","articles_2017","articles_2018","articles_speed","articles_acc","access_openacc_2014","access_openacc_2015","access_openacc_2016","access_openacc_2017","access_openacc_2018","access_openacc_speed","access_openacc_acc","access_other_2014","access_other_2015","access_other_2016","access_other_2017","access_other_2018","access_other_speed","access_other_acc","affiliation_collab_2014","affiliation_collab_2015","affiliation_collab_2016","affiliation_collab_2017","affiliation_collab_2018","affiliation_collab_speed","affiliation_collab_acc","affiliation_collab_mean_2014","affiliation_collab_mean_2015","affiliation_collab_mean_2016","affiliation_collab_mean_2017","affiliation_collab_mean_2018","affiliation_collab_mean_speed","affiliation_collab_mean_acc","affiliation_collab_stdv_2014","affiliation_collab_stdv_2015","affiliation_collab_stdv_2016","affiliation_collab_stdv_2017","affiliation_collab_stdv_2018","affiliation_collab_stdv_speed","affiliation_collab_stdv_acc","affiliation_collab_med_2014","affiliation_collab_med_2015","affiliation_collab_med_2016","affiliation_collab_med_2017","affiliation_collab_med_2018","affiliation_collab_med_speed","affiliation_collab_med_acc","art_per_auth_mean_2014","art_per_auth_mean_2015","art_per_auth_mean_2016","art_per_auth_mean_2017","art_per_auth_mean_2018","art_per_auth_mean_speed","art_per_auth_mean_acc","art_per_auth_stdv_2014","art_per_auth_stdv_2015","art_per_auth_stdv_2016","art_per_auth_stdv_2017","art_per_auth_stdv_2018","art_per_auth_stdv_speed","art_per_auth_stdv_acc","art_per_auth_med_2014","art_per_auth_med_2015","art_per_auth_med_2016","art_per_auth_med_2017","art_per_auth_med_2018","art_per_auth_med_speed","art_per_auth_med_acc","collab_national_2014","collab_national_2015","collab_national_2016","collab_national_2017","collab_national_2018","collab_national_speed","collab_national_acc","collab_internat_2014","collab_internat_2015","collab_internat_2016","collab_internat_2017","collab_internat_2018","collab_internat_speed","collab_internat_acc","doctype_art_2014","doctype_art_2015","doctype_art_2016","doctype_art_2017","doctype_art_2018","doctype_art_speed","doctype_art_acc","doctype_confer_2014","doctype_confer_2015","doctype_confer_2016","doctype_confer_2017","doctype_confer_2018","doctype_confer_speed","doctype_confer_acc","doctype_other_2014","doctype_other_2015","doctype_other_2016","doctype_other_2017","doctype_other_2018","doctype_other_speed","doctype_other_acc","funding_mean_2014","funding_mean_2015","funding_mean_2016","funding_mean_2017","funding_mean_2018","funding_mean_speed","funding_mean_acc","funding_stdv_2014","funding_stdv_2015","funding_stdv_2016","funding_stdv_2017","funding_stdv_2018","funding_stdv_speed","funding_stdv_acc","funding_med_2014","funding_med_2015","funding_med_2016","funding_med_2017","funding_med_2018","funding_med_speed","funding_med_acc","subarea_science_2014","subarea_science_2015","subarea_science_2016","subarea_science_2017","subarea_science_2018","subarea_science_speed","subarea_science_acc","subarea_health_2014","subarea_health_2015","subarea_health_2016","subarea_health_2017","subarea_health_2018","subarea_health_speed","subarea_health_acc","subarea_social_2014","subarea_social_2015","subarea_social_2016","subarea_social_2017","subarea_social_2018","subarea_social_speed","subarea_social_acc","cites_2014","cites_2015","cites_2016","cites_2017","cites_2018","cites_speed","cites_acc","cites_per_auth_2014","cites_per_auth_2015","cites_per_auth_2016","cites_per_auth_2017","cites_per_auth_2018","cites_per_auth_speed","cites_per_auth_acc","class"
"South Korea",4557,5087,5290,5308,5254,2.887403644,-4.215930321,1229,1577,1767,1775,1785,7.749997191,-9.777678718,3328,3510,3523,3533,3469,0.833350091,-2.426747217,18158,19699,22990,25545,28790,9.656588525,1.40548518,114.2012579,123.8930818,144.591195,160.6603774,181.0691824,-8.806209143,-1.14951421,144.9965857,162.3861857,171.8537505,175.8513408,160.0188327,-1.952316909,6.867648542,90,95,111,127,151,-9.831859721,-3.54362728,84.1375,85.48125,105.85625,121.5375,145.2,11.53095028,5.957403833,6.726917206,4.60512686,3.412604964,3.177926028,3.746360918,12.41940792,-20.41583779,80,83,106,120.5,144,-11.09104639,-4.234995538,4553,5084,5289,5298,5238,2.842723397,-4.265047616,5809,6454,7780,8196,9610,10.59217574,2.049619352,3785,4321,4432,4392,4372,2.925468826,-4.87217863,487,460,505,519,444,-1.831805904,-2.968906403,285,306,353,397,438,8.974742153,0.986344956,41.0125,49.41875,62.05,78.7375,100.05625,19.52688342,2.192975517,251.6483017,269.282052,278.3753811,250.497806,225.6245907,2.207205573,5.857530352,10,18,26.5,42.5,70,-32.23890866,1.71957672,5369,5984,6135,6385,6352,-3.306655339,3.598975943,2092,2347,2468,2446,2339,2.257155638,-5.521260502,339,450,419,364,451,5.875474262,-2.94742131,81393,90356,61797,39023,15958,-27.80979403,-23.37272388,16.48966775,16.67700258,11.39325221,7.136613021,2.762333391,-30.0459541,-20.80985675,"B"
"United States",7799,7660,7802,7858,7973,0.442281454,1.08191883,2334,2516,2704,2674,2516,1.513068814,-2.111431784,5465,5144,5098,5184,5457,-0.029294377,3.713315233,17751,17885,21072,23467,27359,9.037397966,5.276701547,111.6415094,112.4842767,132.5283019,147.591195,172.0691824,-8.288347058,-4.492144981,52.26215358,50.93478771,43.28135964,36.83545586,37.73108035,6.732728615,-1.659905088,96,95,117,134,156,-9.253616344,-5.051731894,82.21875,85.19375,105.41875,123.475,145.91875,12.15742922,4.852786794,7.872946972,5.09963234,3.415598468,1.4050672,2.495207671,25.83635382,-32.69066904,77,82,103,123,145,-11.89013322,-3.024950939,7787,7641,7788,7829,7937,0.382322867,1.084802087,8938,9234,10636,11901,13317,8.301185326,2.862152326,5785,5781,5799,5671,5930,0.496344777,1.545413363,601,598,581,653,580,-0.708812609,-3.560001665,1413,1281,1422,1534,1463,0.697904448,1.571134492,61.725,63.075,72.54375,86.10625,108.075,11.8543373,7.775472254,381.6641309,384.7454692,396.5709442,351.6795568,273.2544038,6.911109196,9.833764656,15,20,29,45,77,-27.90251642,-5.519480519,8233,7944,7857,8040,8165,0.166012486,-1.72296348,3443,3514,3492,3389,3356,-0.510560104,-1.011964554,1182,1256,1191,1233,1412,3.619965662,2.752287283,171685,134745,99217,60636,28227,-30.30743094,-10.64409924,22.5308399,17.42692706,13.10314316,7.922132218,3.578927349,-30.78581647,-10.72355942,"B"
"United States",5756,6015,5960,6378,6793,3.368488498,0.669029796,1890,2103,2208,2319,2221,3.280266733,-1.587699781,3866,3912,3752,4059,4572,3.411508744,3.816240204,12556,13821,14372,15929,18068,7.550331904,1.117824548,78.96855346,86.9245283,90.38993711,100.1823899,113.6352201,-7.020277641,-0.89529037,232.2608044,241.2112512,215.2759169,233.2008928,250.2456621,-1.480573834,-1.033529663,46,50,59,62,72,-8.570768986,-1.962962963,18.075,16.79375,17.16875,16.61875,17.625,-0.50295929,4.381142638,6.416909658,6.112258921,6.27285444,5.987273584,6.448392126,-0.097835645,-4.045054998,17,15,15,15,15.5,1.864637644,-5.519713262,5753,6006,5951,6351,6753,3.257231128,0.644002104,3657,3583,4791,5868,6173,11.03867309,2.407066296,4217,4287,4324,4502,4800,2.623666586,1.65311083,468,554,585,610,697,8.292251948,-1.371257765,1071,1174,1051,1266,1296,3.887454747,-2.41583732,46.00625,47.91875,53.80625,62.73125,74.475,10.11303558,4.854563136,275.9141124,292.0345024,290.2404879,294.5073644,263.5259931,0.922985919,5.758835229,9,9,14,19,28.5,-20.58920756,-11.11111111,3737,3657,3630,3959,4148,-2.0652385,-2.247999394,4176,4486,4391,4561,4923,3.346046928,0.171161435,803,836,864,976,1054,5.590540538,1.294071413,158318,139934,105695,67603,30186,-28.21147097,-14.57868784,25.94951647,21.75252604,16.65799842,9.821734709,4.236631579,-30.40496047,-13.56368573,"B"
"Sweden",4051,4264,4164,4391,4468,1.978867392,-1.168124705,709,906,1025,1172,1312,13.09867577,-8.677342219,3342,3358,3139,3219,3156,-1.138747172,-0.811961593,15305,20924,22492,18175,21458,6.99196934,-6.216739532,96.25786164,131.5974843,141.4591195,114.3081761,134.9559748,-6.535041259,3.851558272,29.14242934,36.25317437,34.67511823,39.38256854,39.96697148,-6.121767927,6.050638688,91,123,134,105,125,-6.151729002,3.338753388,83.21875,114.09375,122.18125,92.39375,114.23125,6.54001368,-4.488585727,0.58997788,0.523616776,0.524516849,1.617890835,2.350490047,-24.15351435,-14.61384556,83,114,122,92,114,-6.149919774,2.631578947,4029,4243,4149,4366,4441,1.966309531,-1.197890724,7374,9403,10080,9621,10342,6.999138264,-6.673857282,2541,2743,2849,2936,2954,3.057870704,-2.445515704,1240,1246,1031,1033,1127,-1.892898234,2.871946205,270,275,284,422,387,7.465593169,-3.381896905,32.7875,37.84375,50.625,57.5,74.325,17.78373524,4.613198738,232.9885248,241.8285828,219.0444873,204.0924072,163.0745306,7.396388908,9.602782153,10,11,24,30.5,43.5,-25.47497187,-6.931382793,6561,7136,6925,7411,7779,-3.348354292,1.109016749,285,276,307,269,285,0,3.035283376,482,457,495,635,529,1.878308749,-3.835397131,71101,63930,48058,30397,13679,-28.08231021,-14.97106526,22.3377317,20.05332497,15.00405869,9.247642227,4.055440261,-28.91142845,-15.30651724,"B"
"Ireland",2784,2735,2921,3101,3250,3.143728386,2.188319705,602,692,770,795,864,7.493808514,-3.381754823,2182,2043,2151,2306,2386,1.803600641,3.279837743,3476,3972,5745,4442,4741,6.404020334,-2.512690956,21.86163522,24.98113208,36.13207547,27.93710692,29.81761006,-6.018588691,2.060241843,19.58411846,21.1894623,21.04098268,23.28733168,25.19163397,-4.911162497,0.005625907,15,18,29,19,22,-7.373828108,1.01010101,11.125,11.33125,28.6625,11.375,11.425,0.533600779,-0.471457382,4.569174815,4.617061434,0.633325058,4.121961431,4.22563307,1.575553685,-0.472077462,10,10,29,10,10,0,0,2733,2676,2843,3048,3195,3.173044494,2.302818281,3464,3903,4671,4681,4920,7.269793327,-2.522487842,1857,1855,1930,2042,2176,3.221317363,2.223298173,382,336,348,319,369,-0.690087178,9.238622003,545,544,643,740,705,5.283065803,-1.515414497,20.9,20.0625,24.84375,26.0875,28.35625,6.291981215,4.234623617,153.3447712,158.9446598,162.8152693,161.3124,135.4327955,2.515379987,7.543995115,3,3,5,6,8,-17.81240852,-8.333333333,2495,2494,2629,2768,2911,-3.037083733,-1.650832489,1360,1375,1390,1580,1627,3.650100831,0.623914123,805,777,799,890,926,2.840225738,2.507734897,50916,44921,41838,22324,10252,-27.42436173,-14.1006785,17.75933031,15.23778833,13.47873711,6.839460784,3.043942993,-29.72481688,-13.76533136,"B"
"Hong Kong SAR",3355,3443,3734,4478,5100,8.736545182,3.755726234,382,439,533,675,856,17.5119628,-0.343778815,2973,3004,3201,3803,4244,7.378193491,3.517796847,3101,3271,3988,4944,5854,13.55079793,4.30801544,19.50314465,20.57232704,25.08176101,31.09433962,36.81761006,-11.93368798,-3.44924638,22.99253435,22.67755795,27.20153769,32.72242146,35.99768898,-8.575531399,-3.495827928,11,11,14,18,24,-14.44679403,-8.333333333,14.2125,14.36875,15.04375,19.0875,19.29375,6.303908795,-0.006278082,7.733279793,6.889625666,8.364605631,10.32270959,10.82484731,-6.504999367,-5.628011168,12,12,13,16,16,-5.591248871,0,3319,3406,3702,4416,4923,8.204299216,2.953235598,3025,3285,3944,5254,6472,16.42939103,4.862431982,2415,2469,2712,3101,3708,8.954335939,5.779435339,592,603,615,854,777,5.589288248,-3.62483385,348,371,407,523,615,12.06220777,3.660542259,25.5875,26.9875,33.2125,43.68125,52.3125,15.37601215,4.762733557,176.5235348,178.775077,195.6294272,213.1400571,206.9549578,-3.130879627,1.416016098,3,3,4,8,11,-22.8837835,-9.090909091,4502,4830,5225,6286,7587,-9.911971819,-3.452287489,673,667,746,786,814,3.877590684,1.484623809,1039,1076,1256,1357,1587,8.840937983,4.462678695,54233,48151,41715,37248,19559,-18.45138236,-12.09174132,22.08184039,18.65594731,14.8875803,11.84356121,5.525141243,-24.20132332,-12.61148678,"B"
"South Korea",5702,5897,6060,6120,6338,2.137448465,0.04741294,1725,1986,2208,2264,2230,5.269643632,-3.856114426,3977,3911,3852,3856,4108,0.650275688,2.731604026,11585,12649,14848,14293,15067,5.39649052,-1.256350601,72.86163522,79.55345912,93.3836478,89.89308176,94.76100629,-5.120180466,1.091559221,148.4625631,154.4380851,169.3647027,181.6465336,187.5599975,-4.567709595,0.238787946,41,43,55,49,54,-5.35928354,-1.536032156,29.95,28.75,43.1375,33.38125,33.3625,2.181518418,1.31683618,5.307879511,5.439200829,5.890497091,3.987199447,4.070892999,5.449924636,0.119482654,27,27,40,31,31,-2.725184879,0,5696,5888,6054,6109,6315,2.084704233,0.000429157,3934,4229,5451,5688,5977,8.725091055,-0.805952339,4663,4957,5090,5042,5182,2.133072858,-1.176092657,594,551,478,487,499,-3.42542177,3.234374316,445,389,492,591,657,8.103827738,7.917260784,45.94375,47.7875,58.28125,64.21875,74.60625,10.1817724,4.054041011,319.0563769,319.3859751,326.0827956,296.529818,271.5567999,3.27646147,3.099812864,7,7,12,13.5,24.5,-22.16294584,-14.96598639,6192,6448,6344,6345,6718,-1.61742402,-0.527341456,2922,3029,3162,3199,3317,2.568275094,0.008925759,485,555,617,659,721,8.252692035,-1.674931819,90200,71860,59050,34377,15362,-29.8143632,-11.66018373,14.90170164,11.30229632,9.02767161,5.160162113,2.225086906,-31.63682526,-10.90839711,"B"
"Switzerland",3343,3391,3610,3572,3788,2.530888004,1.537065466,1117,1220,1416,1396,1350,3.861865555,-1.058031849,2226,2171,2194,2176,2438,1.836088134,4.837080272,19369,23679,27494,20581,24160,4.519649856,-1.620742227,121.8176101,148.9245283,172.918239,129.4402516,151.9496855,-4.324210675,1.129346816,51.85396428,49.21388957,60.07263205,60.65273546,63.21890828,-3.885924152,-3.141225559,108,138,154,116,136,-4.505805576,2.344416027,90.9375,119.225,127.93125,94.25625,115.95,4.979753448,-2.696938024,7.147755508,5.061819098,3.604891636,1.784795586,1.754777844,32.43095451,-13.16619854,86,116,128,94,115,-5.646042147,2.533733133,3319,3380,3584,3548,3763,2.542852232,1.407282997,9238,10557,12665,10558,12138,5.612138129,0.228991079,2450,2491,2713,2625,2764,2.441137185,1.207256236,327,318,292,307,362,2.054501006,6.889201008,566,582,605,640,662,3.183038254,0.203548292,33.91875,35.625,53.29375,52.3875,70.71875,15.82943751,9.987081744,174.1722552,188.5313897,193.7282866,178.7367266,157.0618262,2.089638616,7.138848081,13,13,28.5,24,35,-17.96955612,-10.47619048,3434,3375,3731,3414,3755,-1.771373859,-3.60979106,1345,1312,1390,1472,1621,3.803535612,4.191938069,861,822,895,945,1005,3.141295506,3.626274358,98878,84142,74276,42443,19791,-27.51074889,-12.8223962,24.29434889,20.96213254,15.74644901,10.06712524,4.492849035,-28.64846635,-13.88502269,"B"
"Canada",7147,7011,7435,7438,8066,2.448802668,3.448675398,1822,1977,2119,2078,2166,3.519464304,-0.021335048,5325,5034,5316,5360,5900,2.071966034,5.179805199,17242,22003,24501,19613,23180,6.097501841,-3.141963033,108.4402516,138.3836478,154.0943396,123.3522013,145.7861635,-5.747073903,2.083230905,45.42326834,47.67025434,52.77679204,53.05360775,58.81706942,-5.036874596,-1.695119693,97,126,141,109,131,-5.83270664,2.073993295,84.35,114.53125,123.6625,92.4125,113.3,6.078889492,-4.392836784,1.513877108,2.373654866,2.489948346,1.615130892,0.837786842,12.56190056,43.0023683,84,114,123,92,113,-5.758938653,2.577239559,7137,6986,7421,7415,8024,2.370551898,3.442938831,9172,11101,12667,11246,13705,8.363493769,0.278050761,5070,5130,5433,5419,5980,3.356702458,3.056343867,774,731,692,628,650,-3.431723772,3.01958009,1303,1150,1310,1391,1436,1.962859098,4.992405404,56.08125,58.275,76.1875,80.9375,102.24375,12.7622718,7.47086304,382.3332863,384.5639031,398.1828566,350.085788,300.2439626,4.952687828,5.726826737,12,15,26.5,33.5,56,-26.51500926,-6.726190476,7217,7320,7453,7613,8548,-3.328504229,-3.177042447,3211,3054,3259,3344,3556,2.062050494,3.74305182,1346,1231,1365,1303,1404,0.847331188,5.431725545,126904,110110,86459,53231,24835,-27.83646978,-13.37041001,19.37465649,16.4860009,12.66056524,7.576288073,3.322852556,-29.71617125,-13.74398767,"B"
"Finland",5349,5400,5854,5945,6013,2.367882801,0.063456364,1760,1862,2083,2267,2451,6.847933896,-1.550545404,3589,3538,3771,3678,3562,-0.150914555,-0.577626448,19985,20111,26332,26654,30993,9.172157414,5.216169887,125.6918239,126.4842767,165.6100629,167.6352201,194.9245283,-8.401553685,-4.457804224,72.65410942,83.22798149,95.20457068,100.0042671,96.98665882,-5.61355324,5.272024112,109,108,144,149,176,-9.137900829,-5.422278339,84.39375,86.48125,107.8375,124.96875,147.35625,11.7922392,5.146984739,7.862895009,5.846002639,7.177784998,5.446621335,5.48565525,7.465927981,-11.73731016,79.5,83,104,123,146,-11.4470865,-3.845519063,5343,5394,5844,5927,5993,2.322659783,0.053009412,12238,13388,17706,17606,20190,10.53127355,1.759951478,4151,4234,4586,4600,4637,2.239065799,-0.398390121,384,344,374,357,360,-1.282475708,3.752334267,814,822,894,988,1016,4.533107396,0.617069038,49.7125,51.38125,68.06875,78.51875,105.40625,16.2198075,10.2955372,289.6499164,290.4744086,317.6246771,287.6433845,231.3994966,4.59289877,8.19660382,16.5,19,29.5,43,76,-26.32263754,-10.0877193,5333,5134,5297,5253,5427,-0.348841399,-2.360770417,2005,2143,2333,2548,2597,5.310461151,-1.653238698,1504,1539,1784,1708,1885,4.619515309,2.678623333,127244,108074,97016,51980,23667,-28.56662337,-13.13449439,22.81585082,19.10785007,16.34366577,8.525504346,3.80682001,-30.10193794,-13.0319996,"B"
"Japan",4772,4683,4674,4959,5118,1.409810066,1.690445898,1617,1591,1693,1702,1719,1.230917101,1.604735828,3155,3092,2981,3257,3399,1.501009164,2.118890257,17471,22689,24045,19723,23923,6.48773148,-2.857233764,109.8805031,142.6981132,151.2264151,124.0440252,150.4591195,-6.092468484,1.813867321,69.9396091,69.87581704,72.57548881,84.90794314,93.28334013,-5.597428939,-3.023247446,94,127,135,106,128,-5.987938332,2.932250656,83.10625,114.63125,122.4375,92.65625,114,6.525659856,-4.965985092,1.979761993,2.612552849,1.935070246,1.919928179,2.682343854,-5.893481583,-1.400772692,83,114,122,92,113,-5.984398321,2.86963722,4766,4677,4670,4944,5102,1.371829218,1.687728974,6141,7657,8128,7286,8516,6.75772516,-2.601614075,3470,3540,3493,3732,3830,1.993820471,0.202882256,852,738,708,741,772,-1.952722028,5.854605818,450,405,473,486,516,2.774988669,5.390946502,39.73125,41.975,54.9625,63.69375,84.44375,16.27518964,8.976815592,235.4841319,256.0467712,262.1174034,241.2452756,212.4968589,2.075573007,7.186560128,9,10,19.5,32,44,-27.19554309,-5.757575758,6353,6092,6172,6521,7063,-2.09656494,-3.986033431,1491,1434,1423,1587,1541,0.661871161,0.308128967,270,268,311,288,286,1.158051126,0.015432099,71120,54447,45326,29089,13971,-27.78171864,-9.509353272,14.49062755,11.2517049,9.149374243,5.829458918,2.73887473,-28.33666831,-10.22160361,"B"
"Denmark",4217,4381,4322,4639,4665,2.039802514,-1.109518338,928,1038,1096,1182,1214,5.519844395,-3.764327553,3289,3343,3226,3457,3451,0.966247858,-0.605132438,6645,4993,8152,4754,4996,-5.54488331,9.983749246,41.79245283,31.40251572,51.27044025,29.89937107,31.42138365,5.870389561,-12.64339865,31.79962492,37.28255429,34.68842975,38.13868679,40.77576589,-4.851055696,2.746383456,36,22,48,20,20,12.47461131,-21.21212121,35.7375,18.43125,45.1125,17.0625,15.8375,-15.02082864,13.7488453,3.614240702,9.067615938,2.973652647,7.149515091,6.540524376,-11.18610828,23.15075411,36,15,46,14.5,13,22.59473796,-42.82051282,4213,4378,4318,4634,4656,2.019761169,-1.147232417,5102,5145,5921,5624,6142,3.780049037,2.789239858,2676,2875,2964,3036,3191,3.582917475,-0.777023501,1236,1154,980,1055,976,-4.61364149,-0.284615817,305,352,378,548,498,10.30263839,-8.177974552,32.65625,31.475,35.5,36.1125,38.2375,3.205926174,3.167204647,247.5877342,253.5993708,241.851688,232.1975679,170.6592282,7.725835143,12.80990587,9,6,8,8,12,-5.591248871,-27.77777778,7298,7631,7593,8249,8273,-2.476749763,1.357892998,532,559,587,583,611,2.807764462,-0.090814515,245,310,296,392,357,7.820272808,-11.81972789,85827,77658,57391,36500,14741,-29.69590813,-16.69857159,24.45213675,20.98864865,15.74945115,9.019026439,3.593612872,-31.85360365,-15.33028143,"B"
"Mexico",5512,5569,6082,6336,6674,3.899964384,1.433496186,1626,1749,1979,2094,2193,6.165551,-0.743326562,3886,3820,4103,4242,4481,2.890299057,2.44417979,7341,8063,10037,9809,10118,6.627171837,-2.228334702,46.16981132,50.71069182,63.12578616,61.6918239,63.63522013,-6.21527489,1.96684007,37.41373327,39.45295964,42.10456275,47.98298085,55.1075383,-7.452645899,-2.586569564,34,39,48,44,45,-5.451796636,3.532763533,26.55625,25.19375,39.3125,31.36875,32.23125,3.949422296,2.626723558,1.120123954,0.704851784,1.094224403,2.407069972,1.679404937,-7.780634065,-5.195832682,26,25,39,31,32,-4.067740419,-2.375,5423,5491,5974,6239,6592,3.981366096,1.46801317,5081,5804,7337,7180,7318,7.569374196,-4.102492271,4350,4454,4864,5137,5366,4.287506168,0.689016727,605,491,556,462,409,-7.53154812,2.457037912,557,624,662,737,899,10.04768203,3.317426252,39.8875,40.675,47.9875,54.24375,65.6625,10.48316815,6.358836526,341.6363874,335.1187633,356.9619536,320.7944099,282.6003665,3.867165499,3.856781246,5,6,9,14,25.5,-27.80851678,-9.477124183,7086,7420,8152,8117,8963,-4.590954664,-1.645818754,1357,1339,1447,1581,1639,3.848402742,1.665006539,833,759,877,1065,1053,4.798887878,2.585597619,60662,47937,45091,27740,12550,-27.02982291,-11.26052773,7.883300845,6.190211777,5.253524409,3.065870911,1.337810468,-29.86459683,-11.62917246,"B"
"Australia",4235,4592,4840,4827,4901,2.964201911,-2.298902923,1115,1237,1364,1403,1459,5.525175936,-3.136220246,3120,3355,3476,3424,3442,1.983815098,-2.335450116,16532,21541,25052,21316,23310,7.113294057,-6.981446303,103.9748428,135.4779874,157.5597484,134.0628931,146.6037736,-6.640906826,4.899687434,31.70751412,33.01492499,39.68843711,48.72509887,45.85779048,-7.114095659,3.404223068,96,127,147,120,133,-6.31201069,4.878337576,83.81875,114.8125,123.95,93.275,113.61875,6.272712449,-5.055533926,2.534967716,2.682783451,3.611303011,4.170802978,2.883202,-2.541556183,16.72283517,83,114,123,92,113,-5.984398321,2.86963722,4232,4586,4828,4806,4877,2.877740979,-2.295839768,7354,9329,11523,11451,11916,10.1339901,-7.598450666,2980,3321,3477,3438,3617,3.950468002,-2.078812535,455,431,462,464,431,-1.07793477,-0.612447897,800,840,901,925,853,1.291221591,-4.261261261,34.38125,40.70625,55.6,61.71875,77.66875,17.70229493,2.482127607,230.5784324,253.4698721,259.1561585,228.7539991,186.4512252,4.339965342,10.57320439,8,11,21,29,43,-28.56281935,-1.761804087,4103,4533,4804,4809,4921,-3.570563171,2.403343815,1910,2044,2186,2177,2146,2.357405732,-2.813228253,689,834,833,880,871,4.799638993,-7.355906672,87901,89308,82003,54236,21426,-24.59685558,-20.69851288,26.36502699,24.82156754,22.75332963,14.66234117,5.453296004,-27.03305386,-18.98442497,"B"
"United States",6747,6947,6904,6991,7355,1.740623167,0.7474713,1556,1903,1935,1871,1749,2.366073071,-5.698025629,5191,5044,4969,5120,5606,1.550113446,4.108003937,12031,13171,15040,13087,13533,2.380788735,-2.022519823,75.66666667,82.83647799,94.59119497,82.3081761,85.11320755,-2.325425272,1.786577189,133.5966756,144.5259766,147.5206578,160.6827186,166.0797041,-4.259472102,1.437511626,50,52,63,53,57,-2.586526422,-1.057130004,35.59375,22.54375,46.08125,17.73125,18.1625,-12.59014973,13.03196225,4.960595515,8.678642095,3.390649137,8.312846673,8.736454025,-10.70241289,12.6642023,35,19,47,15,15,18.46644525,-28.07017544,6736,6937,6891,6952,7314,1.66011005,0.741055964,4812,5464,6487,5613,5559,2.928160454,-4.837170688,4390,4518,4539,4411,4779,1.712540529,1.809020625,1096,1138,1048,1025,1106,0.181819383,1.356774079,1261,1291,1317,1555,1470,3.114668434,-2.615100726,54.2,54.625,60.96875,61.7125,67.73125,4.558166946,2.989584509,349.1346499,353.8522193,356.1211797,337.9642046,296.2454303,3.339952723,5.138569059,14,11,18,17.5,23,-9.451754444,-17.06192358,5677,5814,5740,5685,6160,-1.619814657,-1.784885937,3538,3809,3787,3821,4008,2.525991249,-0.921895979,1708,1599,1669,1774,1845,1.555091275,3.461329271,153559,132312,89417,61926,24806,-30.55255175,-15.36871215,23.54477154,19.24818155,12.72296528,8.635615674,3.219467878,-32.82960177,-14.82337572,"B"
"Germany",186,176,130,142,168,-2.015074332,7.89540108,19,32,26,19,26,6.474093044,-16.70373116,167,144,104,123,142,-3.191303025,9.739869854,957,568,465,436,461,-13.5912351,15.46060095,6.018867925,3.572327044,2.924528302,2.742138365,2.899371069,15.72900054,-24.636303,10.61195391,9.680633884,7.866406036,8.468268273,8.762112751,3.905205003,-4.324674952,5,2,2,1,1,37.97296615,-50,5.33125,2.9,3.15625,2.36875,2.5375,-13.7983854,17.57592067,1.216872344,1.766921781,1.27652671,1.725217605,1.783528761,-7.361187205,9.286984081,5,2,3,2,2,20.1124434,-50,179,174,128,141,168,-1.260425779,7.31407742,294,207,162,153,194,-7.97816698,18.79640745,149,136,104,111,117,-4.720401441,4.710079207,15,26,16,13,28,13.29568106,14.01709402,22,14,10,18,23,0.892998907,21.38047138,3,3.982758621,2.890410959,2.827586207,3.113402062,0.744835204,-7.55016633,12.13839608,16.34978553,9.308839353,7.77025769,8.670923981,6.959455934,5.123623562,1,1,1,1,1,0,0,320,292,228,227,263,4.001318684,-7.759084675,8,11,6,1,5,-8.971789849,120.8333333,27,24,12,18,19,-6.786681987,5.555555556,82976,60099,50689,32066,14016,-29.92964484,-9.573176244,18.71779833,12.75987261,10.61549738,6.518804635,2.856909906,-31.33611752,-8.11468621,"B"
"Sweden",5396,5494,5689,5891,5872,1.705121083,-0.712895335,1822,2023,2237,2537,2539,6.861893601,-3.784786346,3574,3471,3452,3354,3333,-1.386549954,0.751935649,19627,24960,27218,23172,25494,5.369959178,-5.717012847,123.4402516,156.9811321,171.1823899,145.7358491,160.3396226,-5.096290461,4.086053493,63.17111493,61.64542051,64.24713512,78.08113703,74.6347079,-3.280166347,0.714259338,106,142,153,127,143,-5.812349076,4.721100496,91.90625,120.2375,126.4875,94.775,116.65625,4.884809341,-2.579557912,9.116159455,6.664925087,5.389236303,5.847054841,6.045994438,8.559749855,-13.35618655,85.5,116,123,93,115,-5.756012093,2.387556222,5393,5489,5677,5880,5864,1.688703037,-0.684064713,11172,13722,15361,14954,15316,6.513066003,-6.801387484,4186,4347,4489,4611,4548,1.672674167,-1.737483943,480,392,418,389,331,-7.163800896,1.141102542,730,755,782,891,993,6.347008451,2.674384638,44.79375,49.51875,64.7375,70.9875,86.29375,14.01247778,3.671182704,294.6795317,302.4236683,304.2023798,281.0575488,212.8824519,6.719067426,11.52848418,13,17,29.5,35.5,55.5,-25.19509533,-4.168874757,5519,5617,5690,5773,5869,-1.222220999,0.03633017,2354,2267,2450,2693,2597,1.984248079,0.04367975,961,1033,1013,1066,1182,4.226659277,1.129868499,113190,108693,86860,52569,21136,-28.51038667,-18.606943,23.99109792,21.47234295,16.75216972,9.827818284,4.002272297,-30.10416429,-16.25912637,"B"
